"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier","points_tries","points_convs","points_pens","points_drops"
"7761",0,"Fra",0,"Wales",1,"J Plisson",3,"FH","lost",0,"1","1",0,0,3,0
"7762",0,"Fra",0,"Scotland",1,"JM Doussain",3,"SH","won",0,"1","1",0,0,3,0
"7763",0,"Scot",0,"France",1,"D Weir",3,"FH","lost",0,"1","1",0,0,3,0
"7764",0,"Georg",0,"Romania",1,"L Malaguradze",3,"FB","won",0,"2","2",0,0,3,0
"7765",0,"Scot",0,"Wales",1,"GD Laidlaw",3,"SH","lost",0,"1","1",0,0,3,0
"7766",0,"Chile",0,"Uruguay",1,"M Nordenflycht Torrico",3,"C","lost",0,"3","2",0,0,3,0
"7767",0,"Braz",0,"Paraguay",1,"L Castiglione",3,"SH","lost",0,"3","3",0,0,3,0
"7768",0,"HK",1,"Japan",0,"C McAdam",3,"FH","lost",0,"3","2",0,0,0,3
"7769",0,"Tonga",0,"Samoa",1,"FOL 'Apikotoa",3,"FH","draw",0,"2","2",0,0,3,0
"7770",0,"Eng",0,"New Zealand",1,"DJ Cipriani",3,"FH","lost",0,"1","1",0,0,3,0
"7771",0,"Tonga",0,"Fiji",1,"FOL 'Apikotoa",3,"FH","lost",0,"2","2",0,0,3,0
"7772",0,"Aust",0,"France",1,"BT Foley",3,"FH","won",0,"1","1",0,0,3,0
"7773",0,"Aust",0,"France",1,"NW White",3,"SH","won",0,"1","1",0,0,3,0
"7774",0,"Scot",0,"Canada",1,"SW Hogg",3,"FB","won",0,"1","2",0,0,3,0
"7776",0,"Fra",0,"Australia",1,"B Dulin",3,"FB","lost",0,"1","1",0,0,3,0
"7778",0,"SA",0,"Argentina",1,"M Steyn",3,"FH","won",0,"1","1",0,0,3,0
"7779",0,"Arg",0,"South Africa",1,"MT Bosch",3,"C","lost",0,"1","1",0,0,3,0
"7780",0,"Arg",1,"South Africa",0,"JM Hernandez",3,"C","lost",0,"1","1",0,0,0,3
"7781",0,"NZ",0,"Argentina",1,"BJ Barrett",3,"FH","won",0,"1","1",0,0,3,0
"7782",0,"NZ",0,"South Africa",1,"BJ Barrett",3,"FH","won",0,"1","1",0,0,3,0
"7783",0,"SA",0,"Australia",1,"H Pollard",3,"FH","won",0,"1","1",0,0,3,0
"7784",0,"SA",0,"New Zealand",1,"PJ Lambie",3,"FH","won",0,"1","1",0,0,3,0
"7785",0,"Aust",0,"New Zealand",1,"NW White",3,"SH","lost",0,"1","1",0,0,3,0
"7786",0,"NZ",0,"England",1,"BJ Barrett",3,"FH","won",0,"1","1",0,0,3,0
"7787",0,"USA",1,"Romania",0,"MZ Petri",3,"SH","won",0,"2","2",0,0,0,3
"7788",0,"Ire",0,"South Africa",1,"IL Madigan",3,"FH","won",0,"1","1",0,0,3,0
"7789",0,"Italy",0,"Argentina",1,"L Orquera",3,"FH","lost",0,"1","1",0,0,3,0
"7790",0,"Arg",0,"Italy",1,"FN Sanchez",3,"FH","won",0,"1","1",0,0,3,0
"7791",0,"Eng",0,"South Africa",1,"GT Ford",3,"FH","lost",0,"1","1",0,0,3,0
"7792",0,"Fra",0,"Australia",1,"RM Kockott",3,"SH","won",0,"1","1",0,0,3,0
"7793",0,"SA",0,"Italy",1,"PJ Lambie",3,"FH","won",0,"1","1",0,0,3,0
"7794",0,"Can",0,"Romania",1,"GA McRorie",3,"SH","lost",0,"2","2",0,0,3,0
"7795",0,"Arg",1,"France",0,"JM Hernandez",3,"C","won",0,"1","1",0,0,0,3
"7796",0,"Fra",0,"Argentina",1,"RM Kockott",3,"SH","lost",0,"1","1",0,0,3,0
"7797",0,"Wales",1,"England",0,"DR Biggar",3,"FH","lost",0,"1","1",0,0,0,3
"7798",0,"Germ",1,"Georgia",0,"JT te Huia",3,"FH","lost",0,"2","2",0,0,0,3
"7799",0,"Italy",0,"Ireland",1,"KJ Haimona",3,"FH","lost",0,"1","1",0,0,3,0
"7800",0,"Scot",0,"France",1,"GD Laidlaw",3,"SH","lost",0,"1","1",0,0,3,0
"7801",0,"Spain",0,"Romania",1,"DR Snee",3,"FH","lost",0,"2","2",0,0,3,0
"7802",0,"Ire",0,"France",1,"IL Madigan",3,"FH","won",0,"1","1",0,0,3,0
"7803",0,"Germ",0,"Portugal",1,"C Hilsenback",3,"FH","lost",0,"2","2",0,0,3,0
"7804",0,"Germ",1,"Romania",0,"DR Garner",3,"H","lost",0,"2","2",0,0,0,3
"7805",0,"Wales",1,"Ireland",0,"DR Biggar",3,"FH","won",0,"1","1",0,0,0,3
"7806",0,"Port",0,"Spain",1,"NM Penha e Costa",3,"FH","lost",0,"2","2",0,0,3,0
"7807",0,"Fra",0,"Italy",1,"SL Spedding",3,"FB","won",0,"1","1",0,0,3,0
"7808",0,"Port",1,"Russia",0,"NM Penha e Costa",3,"FH","lost",0,"2","2",0,0,0,3
"7809",0,"Rom",0,"Georgia",1,"VN Calafeteanu",3,"SH","lost",0,"2","2",0,0,3,0
"7810",0,"Rom",0,"Georgia",1,"DM Dumbrava",3,"FH","lost",0,"2","2",0,0,3,0
"7811",0,"Italy",0,"Wales",1,"KJ Haimona",3,"FH","lost",0,"1","1",0,0,3,0
"7812",0,"Fra",0,"England",1,"RM Kockott",3,"SH","lost",0,"1","1",0,0,3,0
"7814",0,"Korea",0,"Japan",1,"SK Cheol",3,"SH","lost",0,"3","2",0,0,3,0
"7815",0,"Urug",0,"Chile",1,"JJ Etcheverry Cavanna",3,"FB","lost",0,"2","3",0,0,3,0
"7816",0,"Kenya",1,"Portugal",0,"IW Adimo",3,"FH","won",0,"3","2",0,0,0,3
"7817",0,"Rom",0,"Spain",1,"C Fercu",3,"FB","won",0,"2","2",0,0,3,0
"7818",0,"Spain",0,"Romania",1,"BD Linklater",3,"FH","lost",0,"2","2",0,0,3,0
"7819",0,"Georg",0,"Uruguay",1,"L Malaguradze",3,"FH","won",0,"2","2",0,0,3,0
"7823",0,"Namib",0,"Romania",1,"SM Kaizemi",3,"FH","lost",0,"2","2",0,0,3,0
"7825",0,"Namib",0,"Spain",1,"TAW Kotze",3,"FH","lost",0,"2","2",0,0,3,0
"7826",0,"Spain",0,"Namibia",1,"BD Linklater",3,"FH","won",0,"2","2",0,0,3,0
"7827",0,"Samoa",0,"Fiji",1,"PF Fa'apale",3,"FH","draw",0,"2","2",0,0,3,0
"7828",0,"Urug",0,"Japan",1,"F Berchesi Pisano",3,"FH","lost",0,"2","2",0,0,3,0
"7829",0,"Italy",0,"Scotland",1,"GM Garcia",3,"C","lost",0,"1","1",0,0,3,0
"7830",0,"Fra",0,"England",1,"SL Spedding",3,"FB","won",0,"1","1",0,0,3,0
"7831",0,"Can",0,"USA",1,"GA McRorie",3,"SH","lost",0,"2","2",0,0,3,0
"7832",0,"Georg",0,"Japan",1,"L Malaguradze",3,"FH","lost",0,"2","2",0,0,3,0
"7833",0,"Wales",0,"Italy",1,"DR Biggar",3,"FH","won",0,"1","1",0,0,3,0
"7834",0,"Italy",1,"Wales",0,"C Canna",3,"FH","lost",0,"1","1",0,0,0,3
"7835",0,"Fra",0,"Scotland",1,"SL Spedding",3,"FB","won",0,"1","1",0,0,3,0
"7836",0,"Can",0,"Fiji",1,"GA McRorie",3,"SH","lost",0,"2","2",0,0,3,0
"7837",0,"Fiji",0,"England",1,"BTT Volavola",3,"FH","lost",0,"2","1",0,0,3,0
"7838",0,"Fra",0,"Italy",1,"SL Spedding",3,"FB","won",0,"1","1",0,0,3,0
"7839",0,"Samoa",0,"USA",1,"MJ Stanley",3,"C","won",0,"2","2",0,0,3,0
"7840",0,"Urug",0,"Australia",1,"F Berchesi Pisano",3,"FH","lost",0,"2","1",0,0,3,0
"7841",0,"Scot",0,"USA",1,"SW Hogg",3,"FB","won",0,"1","2",0,0,3,0
"7842",0,"Rom",0,"Ireland",1,"VN Calafeteanu",3,"SH","lost",0,"2","1",0,0,3,0
"7843",0,"Tonga",0,"Namibia",1,"KS Morath",3,"C","won",0,"2","2",0,0,3,0
"7844",0,"Scot",0,"South Africa",1,"D Weir",3,"FH","lost",0,"1","1",0,0,3,0
"7845",0,"Can",0,"Romania",1,"GA McRorie",3,"SH","lost",0,"2","2",0,0,3,0
"7846",0,"Urug",0,"Fiji",1,"A Duran",3,"FH","lost",0,"2","2",0,0,3,0
"7847",0,"Urug",0,"England",1,"F Berchesi Pisano",3,"FH","lost",0,"2","1",0,0,3,0
"7848",0,"Fra",0,"Ireland",1,"MRJ Parra",3,"SH","lost",0,"1","1",0,0,3,0
"7849",0,"Fra",0,"New Zealand",1,"SL Spedding",3,"FB","lost",0,"1","1",0,0,3,0
"7850",0,"SA",0,"New Zealand",1,"PJ Lambie",3,"FH","lost",0,"1","1",0,0,3,0
"7851",0,"Italy",0,"France",1,"KJ Haimona",3,"C","lost",0,"1","1",0,0,3,0
"7852",0,"Port",0,"Georgia",1,"NMRPS Guedes",3,"W","lost",0,"2","2",0,0,3,0
"7853",0,"Fra",0,"Wales",1,"J Plisson",3,"FH","lost",0,"1","1",0,0,3,0
"7854",0,"USA",0,"Brazil",1,"JP Bird",3,"FH","lost",0,"2","3",0,0,3,0
"7855",0,"Italy",0,"Ireland",1,"E Padovani",3,"FH","lost",0,"1","1",0,0,3,0
"7856",0,"HK",0,"Japan",1,"B Rimene",3,"FH","lost",0,"3","2",0,0,3,0
"7857",0,"Korea",0,"Japan",1,"OJ Yeong",3,"FH","lost",0,"3","2",0,0,3,0
"7858",0,"SA",0,"Ireland",1,"PJ Lambie",3,"FH","lost",0,"1","1",0,0,3,0
"7859",0,"Fiji",0,"Georgia",1,"BTT Volavola",3,"FH","lost",0,"2","2",0,0,3,0
"7860",0,"SA",0,"Ireland",1,"RJ Combrinck",3,"W","won",0,"1","1",0,0,3,0
"7861",0,"Italy",0,"Canada",1,"C Canna",3,"FH","won",0,"1","2",0,0,3,0
"7862",0,"Aust",0,"New Zealand",1,"BT Foley",3,"FH","lost",0,"1","1",0,0,3,0
"7863",0,"Aust",0,"New Zealand",1,"R Hodge",3,"W","lost",0,"1","1",0,0,3,0
"7864",0,"Arg",0,"South Africa",1,"S Gonzalez Iglesias",3,"FH","won",0,"1","1",0,0,3,0
"7865",0,"NZ",0,"Argentina",1,"IJA Dagg",3,"W","won",0,"1","1",0,0,3,0
"7866",0,"SA",0,"Australia",1,"M Steyn",3,"FH","lost",0,"1","1",0,0,3,0
"7867",0,"Aust",0,"Argentina",1,"R Hodge",3,"W","won",0,"1","1",0,0,3,0
"7868",0,"Wales",0,"Australia",1,"SL Halfpenny",3,"FB","lost",0,"1","1",0,0,3,0
"7869",0,"Italy",0,"New Zealand",1,"C Canna",3,"FH","lost",0,"1","1",0,0,3,0
"7870",0,"Eng",0,"South Africa",1,"EF Daly",3,"C","won",0,"1","1",0,0,3,0
"7871",0,"Samoa",0,"France",1,"PF Fa'apale",3,"FH","lost",0,"2","1",0,0,3,0
"7872",0,"SA",0,"Italy",1,"ET Jantjies",3,"FH","lost",0,"1","1",0,0,3,0
"7873",0,"Italy",0,"South Africa",1,"E Padovani",3,"FB","won",0,"1","1",0,0,3,0
"7874",0,"Wales",1,"Japan",0,"SC Davies",3,"FH","won",0,"1","2",0,0,0,3
"7875",0,"Ire",0,"New Zealand",1,"JJ Sexton",3,"FH","lost",0,"1","1",0,0,3,0
"7876",0,"Italy",0,"Tonga",1,"E Padovani",3,"FB","lost",0,"1","2",0,0,3,0
"7877",0,"Chile",0,"Brazil",1,"M Nordenflycht Torrico",3,"C","lost",0,"3","3",0,0,3,0
"7878",0,"Eng",0,"France",1,"EF Daly",3,"W","won",0,"1","1",0,0,3,0
"7879",0,"Braz",0,"USA",1,"MR Duque",3,"C","lost",0,"3","2",0,0,3,0
"7880",0,"USA",0,"Brazil",1,"WM Magie",3,"FH","won",0,"2","3",0,0,3,0
"7881",0,"Spain",0,"Romania",1,"BD Linklater",3,"FB","lost",0,"2","2",0,0,3,0
"7883",0,"Urug",0,"Brazil",1,"GJ Albanell Herrera",3,"FH","won",0,"2","3",0,0,3,0
"7884",0,"USA",0,"Canada",1,"WM Magie",3,"FH","won",0,"2","2",0,0,3,0
"7885",0,"Ire",0,"France",1,"DPLJ Jackson",3,"FH","won",0,"1","1",0,0,3,0
"7886",0,"Chile",0,"Uruguay",1,"T Ianiszewski Vergara",3,"W","lost",0,"3","2",0,0,3,0
"7887",0,"Ire",0,"Wales",1,"DPLJ Jackson",3,"FH","lost",0,"1","1",0,0,3,0
"7888",0,"Scot",0,"Italy",1,"SW Hogg",3,"FB","won",0,"1","1",0,0,3,0
"7889",0,"Rom",0,"Georgia",1,"FA Vlaicu",3,"FH","won",0,"2","2",0,0,3,0
"7890",0,"Chile",0,"Brazil",1,"FJ Gonzalez Moller",3,"FH","won",0,"3","3",0,0,3,0
"7891",0,"Braz",1,"Uruguay",0,"JB Reeves",3,"FH","lost",0,"3","2",0,0,0,3
"7892",0,"Chile",0,"Uruguay",1,"FJ Gonzalez Moller",3,"FH","lost",0,"3","2",0,0,3,0
"7893",0,"Chile",0,"Uruguay",1,"F Urroz",3,"FH","lost",0,"3","2",0,0,3,0
"7894",0,"Italy",0,"Scotland",1,"T Allan",3,"FH","lost",0,"1","1",0,0,3,0
"7895",0,"Arg",1,"England",0,"JM Hernandez",3,"FH","lost",0,"1","1",0,0,0,3
"7896",0,"JPN",0,"Ireland",1,"Y Tamura",3,"FH","lost",0,"2","1",0,0,3,0
"7897",0,"Scot",0,"Australia",1,"GA Tonks",3,"FB","won",0,"1","1",0,0,3,0
"7898",0,"Fra",0,"South Africa",1,"F Trinh-Duc",3,"FH","lost",0,"1","1",0,0,3,0
"7899",0,"JPN",0,"Ireland",1,"J Ogura",3,"FH","lost",0,"2","1",0,0,3,0
"7900",0,"Georg",0,"Argentina",1,"M Kvirikashvili",3,"FB","lost",0,"2","1",0,0,3,0
"7901",0,"Lions",0,"New Zealand",1,"EF Daly",3,"W","draw",0,"Lions","1",0,0,3,0
"7902",0,"Arg",0,"South Africa",1,"FN Sanchez",3,"FH","lost",0,"1","1",0,0,3,0
"7903",0,"NZ",0,"South Africa",1,"BJ Barrett",3,"FH","won",0,"1","1",0,0,3,0
"7904",1,"Wales",0,"South Africa",0,"JW Hook",2,"FH","lost",0,"1","1",0,2,0,0
"7905",1,"Georg",0,"Portugal",0,"I Kiasashvili",2,"FB","won",0,"2","2",0,2,0,0
"7906",1,"Fra",0,"Scotland",0,"D Skrela",2,"FH","won",0,"1","1",0,2,0,0
"7907",1,"Rom",0,"Georgia",0,"FA Vlaicu",2,"FB","lost",0,"2","2",0,2,0,0
"7908",1,"Rom",0,"Spain",0,"VN Calafeteanu",2,"SH","won",0,"2","2",0,2,0,0
"7909",1,"Fra",0,"England",0,"D Traille",2,"C","lost",0,"1","1",0,2,0,0
"7910",1,"Russ",0,"Portugal",0,"Y Kushnarev",2,"FH","won",0,"2","2",0,2,0,0
"7912",1,"Rom",0,"Czech Rep",0,"DM Dumbrava",2,"C","won",0,"2","3",0,2,0,0
"7913",1,"Czech",0,"Romania",0,"P Vokrouhlik",2,"C","lost",0,"3","2",0,2,0,0
"7914",1,"Georg",0,"Czech Rep",0,"I Kiasashvili",2,"FB","won",0,"2","3",0,2,0,0
"7915",1,"Georg",0,"Spain",0,"O Barkalaia",2,"FB","won",0,"2","2",0,2,0,0
"7916",1,"JPN",0,"Kazakhstan",0,"SJ Webb",2,"FB","won",0,"2","3",0,2,0,0
"7917",1,"Port",0,"Spain",0,"DC Pinto",2,"FH","lost",0,"2","2",0,2,0,0
"7918",1,"Samoa",0,"Fiji",0,"B Sasalu",2,"L","lost",0,"2","2",0,2,0,0
"7919",1,"Wales",0,"South Africa",0,"JW Hook",2,"FH","lost",0,"1","1",0,2,0,0
"7921",1,"Ire",0,"Australia",0,"RJR O'Gara",2,"FH","lost",0,"1","1",0,2,0,0
"7923",1,"Eng",0,"New Zealand",0,"OJ Barkley",2,"FH","lost",0,"1","1",0,2,0,0
"7924",1,"NZ",0,"England",0,"SR Donald",2,"FH","won",0,"1","1",0,2,0,0
"7925",1,"Fra",0,"Australia",0,"F Trinh-Duc",2,"C","lost",0,"1","1",0,2,0,0
"7927",1,"Tonga",0,"Fiji",0,"RP Hola",2,"FH","won",0,"2","2",0,2,0,0
"7928",1,"Fra",0,"Australia",0,"D Yachvili",2,"SH","lost",0,"1","1",0,2,0,0
"7929",1,"SA",0,"New Zealand",0,"FPL Steyn",2,"C","won",0,"1","1",0,2,0,0
"7930",1,"SA",0,"Australia",0,"PC Montgomery",2,"W","lost",0,"1","1",0,2,0,0
"7931",1,"Samoa",0,"New Zealand",0,"R Warren",2,"C","lost",0,"2","1",0,2,0,0
"7932",1,"NZ",0,"Scotland",0,"DW Carter",2,"FH","won",0,"1","1",0,2,0,0
"7933",1,"Ire",0,"Canada",0,"PR Wallace",2,"FH","won",0,"1","2",0,2,0,0
"7934",1,"USA",0,"Uruguay",0,"V Malifa",2,"FH","won",0,"2","2",0,2,0,0
"7935",1,"USA",0,"Japan",0,"MMM Hercus",2,"FH","lost",0,"2","2",0,2,0,0
"7936",1,"SA",0,"England",0,"FPL Steyn",2,"FH","won",0,"1","1",0,2,0,0
"7937",1,"Scot",0,"Canada",0,"DA Parks",2,"FH","won",0,"1","2",0,2,0,0
"7938",1,"Georg",0,"Germany",0,"O Barkalaia",2,"FH","won",0,"2","2",0,2,0,0
"7939",1,"Scot",0,"France",0,"CD Paterson",2,"W","lost",0,"1","1",0,2,0,0
"7940",1,"Eng",0,"Wales",0,"TGAL Flood",2,"FH","lost",0,"1","1",0,2,0,0
"7941",1,"Ire",0,"Italy",0,"RDJ Kearney",2,"FB","won",0,"1","1",0,2,0,0
"7942",1,"Rom",0,"Russia",0,"P Mitu",2,"SH","lost",0,"2","2",0,2,0,0
"7943",1,"Rom",0,"Russia",0,"FA Vlaicu",2,"FB","lost",0,"2","2",0,2,0,0
"7944",1,"Eng",0,"Ireland",0,"AJ Goode",2,"FH","lost",0,"1","1",0,2,0,0
"7946",1,"Fra",0,"New Zealand",0,"J Dupuy",2,"SH","lost",0,"1","1",0,2,0,0
"7947",1,"Aust",0,"Italy",0,"BS Barnes",2,"FH","won",0,"1","1",0,2,0,0
"7948",1,"Russ",0,"Uruguay",0,"Y Kushnarev",2,"FH","won",0,"2","2",0,2,0,0
"7949",1,"Samoa",0,"PNG",0,"L Lui",2,"FH","won",0,"2","3",0,2,0,0
"7950",1,"JPN",0,"Canada",0,"JA Arlidge",2,"FH","won",0,"2","2",0,2,0,0
"7952",1,"JPN",0,"Canada",0,"RT Nicholas",2,"C","won",0,"2","2",0,2,0,0
"7953",1,"SA",0,"Italy",0,"R Pienaar",2,"FH","won",0,"1","1",0,2,0,0
"7954",1,"USA",0,"Uruguay",0,"V Malifa",2,"FH","won",0,"2","2",0,2,0,0
"7955",1,"Rom",0,"Fiji",0,"CM Gal",2,"C","lost",0,"2","2",0,2,0,0
"7956",1,"Scot",0,"Wales",0,"CD Paterson",2,"FB","lost",0,"1","1",0,2,0,0
"7957",1,"Port",0,"Georgia",0,"PPDC Cabral",2,"FH","lost",0,"2","2",0,2,0,0
"7958",1,"Georg",0,"Spain",0,"M Kvirikashvili",2,"FB","won",0,"2","2",0,2,0,0
"7959",1,"Ire",0,"England",0,"RJR O'Gara",2,"FH","won",0,"1","1",0,2,0,0
"7960",1,"Georg",0,"Romania",0,"M Kvirikashvili",2,"FB","lost",0,"2","2",0,2,0,0
"7961",1,"Eng",0,"France",0,"TGAL Flood",2,"FH","lost",0,"1","1",0,2,0,0
"7962",1,"JPN",0,"Korea",0,"SJ Webb",2,"FH","won",0,"2","3",0,2,0,0
"7963",1,"Kazak",0,"Japan",0,"M Lifontov",2,"FB","lost",0,"3","2",0,2,0,0
"7964",1,"Arg",0,"Uruguay",0,"BM Urdapilleta",2,"C","won",0,"1","2",0,2,0,0
"7965",1,"Rom",0,"Ukraine",0,"FA Vlaicu",2,"FB","won",0,"2","3",0,2,0,0
"7966",1,"Can",0,"Uruguay",0,"CP Hearn",2,"W","won",0,"2","2",0,2,0,0
"7967",1,"Ire",0,"New Zealand",0,"JJ Sexton",2,"FH","lost",0,"1","1",0,2,0,0
"7968",1,"SA",0,"France",0,"R Pienaar",2,"FH","won",0,"1","1",0,2,0,0
"7969",1,"Fra",0,"South Africa",0,"D Skrela",2,"FB","lost",0,"1","1",0,2,0,0
"7970",1,"Urug",0,"Russia",0,"JA de Freitas Turcatti",2,"C","lost",0,"2","2",0,2,0,0
"7971",1,"Urug",0,"Russia",0,"N Morales",2,"FH","lost",0,"2","2",0,2,0,0
"7972",1,"Namib",0,"Georgia",0,"EA Jantjies",2,"SH","won",0,"2","2",0,2,0,0
"7973",1,"Wales",0,"New Zealand",0,"SM Jones",2,"FH","lost",0,"1","1",0,2,0,0
"7974",1,"NZ",0,"Wales",0,"PAT Weepu",2,"SH","won",0,"1","1",0,2,0,0
"7975",1,"SA",0,"Australia",0,"AD James",2,"FH","won",0,"1","1",0,2,0,0
"7976",1,"Aust",0,"New Zealand",0,"MJ Giteau",2,"C","won",0,"1","1",0,2,0,0
"7977",1,"Wales",0,"Australia",0,"DR Biggar",2,"FH","lost",0,"1","1",0,2,0,0
"7978",1,"SA",0,"Ireland",0,"PJ Lambie",2,"FH","won",0,"1","1",0,2,0,0
"7979",1,"Ire",0,"South Africa",0,"RJR O'Gara",2,"FH","lost",0,"1","1",0,2,0,0
"7980",1,"Georg",0,"Canada",0,"M Kvirikashvili",2,"FH","won",0,"2","2",0,2,0,0
"7981",1,"Urug",0,"Romania",0,"M Arocena",2,"FH","lost",0,"2","2",0,2,0,0
"7982",1,"Rom",0,"Uruguay",0,"VN Calafeteanu",2,"SH","won",0,"2","2",0,2,0,0
"7983",1,"Ire",0,"Argentina",0,"RJR O'Gara",2,"FH","won",0,"1","1",0,2,0,0
"7984",1,"Georg",0,"Ukraine",0,"L Malaguradze",2,"FH","won",0,"2","3",0,2,0,0
"7985",1,"Rom",0,"Portugal",0,"FA Vlaicu",2,"SH","lost",0,"2","2",0,2,0,0
"7986",1,"Scot",0,"France",0,"RJH Jackson",2,"FH","lost",0,"1","1",0,2,0,0
"7987",1,"Ire",0,"France",0,"RJR O'Gara",2,"FH","lost",0,"1","1",0,2,0,0
"7988",1,"Russ",0,"Ukraine",0,"I Klyuchnikov",2,"FB","won",0,"2","3",0,2,0,0
"7989",1,"Germ",0,"Belgium",0,"M Gungor",2,"FB","lost",0,"2","3",0,2,0,0
"7990",1,"Germ",0,"Moldova",0,"M Gungor",2,"W","lost",0,"2","3",0,2,0,0
"7991",1,"SL",0,"Japan",0,"S Kumara",2,"FB","lost",0,"3","2",0,2,0,0
"7993",1,"SA",0,"New Zealand",0,"M Steyn",2,"FB","lost",0,"1","1",0,2,0,0
"7994",1,"Scot",0,"Ireland",0,"RJH Jackson",2,"FH","won",0,"1","1",0,2,0,0
"7995",1,"USA",0,"Canada",0,"T Enosa",2,"W","lost",0,"2","2",0,2,0,0
"7996",1,"Tonga",0,"Fiji",0,"S Fisilau",2,"FH","lost",0,"2","2",0,2,0,0
"7997",1,"USA",0,"Canada",0,"V Malifa",2,"FH","lost",0,"2","2",0,2,0,0
"7998",1,"Italy",0,"Scotland",0,"M Bergamasco",2,"W","lost",0,"1","1",0,2,0,0
"7999",1,"JPN",0,"USA",0,"SJ Webb",2,"FB","won",0,"2","2",0,2,0,0
"8000",1,"NZ",0,"Tonga",0,"CR Slade",2,"FH","won",0,"1","2",0,2,0,0
"8001",1,"Ire",0,"USA",0,"RJR O'Gara",2,"FH","won",0,"1","2",0,2,0,0
"8002",1,"JPN",0,"New Zealand",0,"MC Williams",2,"FH","lost",0,"2","1",0,2,0,0
"8003",1,"Russ",0,"Italy",0,"K Rachkov",2,"FH","lost",0,"2","1",0,2,0,0
"8004",1,"Fiji",0,"Samoa",0,"WS Luveniyali",2,"FH","lost",0,"2","2",0,2,0,0
"8005",1,"Samoa",0,"Fiji",0,"PB Williams",2,"FB","won",0,"2","2",0,2,0,0
"8006",1,"Russ",0,"Ireland",0,"K Rachkov",2,"FH","lost",0,"2","1",0,2,0,0
"8007",1,"Ire",0,"Russia",0,"JJ Sexton",2,"FH","won",0,"1","2",0,2,0,0
"8008",1,"Namib",0,"Wales",0,"TAW Kotze",2,"FH","lost",0,"2","1",0,2,0,0
"8009",1,"Can",0,"Japan",0,"J Pritchard",2,"FB","draw",0,"2","2",0,2,0,0
"8010",1,"Eng",0,"Scotland",0,"TGAL Flood",2,"C","won",0,"1","1",0,2,0,0
"8011",1,"Arg",0,"Georgia",0,"MT Bosch",2,"C","won",0,"1","2",0,2,0,0
"8012",1,"Georg",0,"Argentina",0,"M Urjukashvili",2,"FB","lost",0,"2","1",0,2,0,0
"8013",1,"Eng",0,"France",0,"JP Wilkinson",2,"FH","lost",0,"1","1",0,2,0,0
"8014",1,"Arg",0,"New Zealand",0,"F Contepomi",2,"C","lost",0,"1","1",0,2,0,0
"8015",1,"NZ",0,"Argentina",0,"AW Cruden",2,"FH","won",0,"1","1",0,2,0,0
"8016",1,"Fra",0,"New Zealand",0,"F Trinh-Duc",2,"FH","lost",0,"1","1",0,2,0,0
"8017",1,"Wales",0,"Australia",0,"DR Biggar",2,"FH","lost",0,"1","1",0,2,0,0
"8018",1,"Port",0,"Romania",0,"PMDC Leal",2,"SH","lost",0,"2","2",0,2,0,0
"8019",1,"Port",0,"Georgia",0,"Y Ricardo",2,"FH","lost",0,"2","2",0,2,0,0
"8020",1,"Rom",0,"Russia",0,"FA Vlaicu",2,"FH","won",0,"2","2",0,2,0,0
"8021",1,"Scot",0,"France",0,"D Weir",2,"FH","lost",0,"1","1",0,2,0,0
"8022",1,"Russ",0,"Ukraine",0,"Y Kushnarev",2,"FB","won",0,"2","3",0,2,0,0
"8023",1,"Rom",0,"Georgia",0,"FA Vlaicu",2,"FH","lost",0,"2","2",0,2,0,0
"8024",1,"Port",0,"Ukraine",0,"NM Penha e Costa",2,"FB","lost",0,"2","3",0,2,0,0
"8025",1,"Spain",0,"Romania",0,"S Aubanell Sevilla",2,"W","won",0,"2","2",0,2,0,0
"8027",1,"Italy",0,"Argentina",0,"R Bocchino",2,"FH","lost",0,"1","1",0,2,0,0
"8028",1,"Georg",0,"USA",0,"L Malaguradze",2,"FH","lost",0,"2","2",0,2,0,0
"8029",1,"Samoa",0,"Japan",0,"L Lui",2,"C","won",0,"2","2",0,2,0,0
"8030",1,"Urug",0,"Portugal",0,"F Berchesi Pisano",2,"FH","won",0,"2","2",0,2,0,0
"8031",1,"Port",0,"Uruguay",0,"PMDC Leal",2,"SH","lost",0,"2","2",0,2,0,0
"8033",1,"Georg",0,"Canada",0,"M Kvirikashvili",2,"FH","lost",0,"2","2",0,2,0,0
"8034",1,"Can",0,"Samoa",0,"J Pritchard",2,"FB","lost",0,"2","2",0,2,0,0
"8035",1,"Eng",0,"Fiji",0,"OA Farrell",2,"FH","won",0,"1","2",0,2,0,0
"8036",1,"Fiji",0,"England",0,"JL Matavesi",2,"FB","lost",0,"2","1",0,2,0,0
"8037",1,"Arg",0,"Ireland",0,"JM Hernandez",2,"FB","lost",0,"1","1",0,2,0,0
"8038",1,"Ire",0,"Argentina",0,"RJR O'Gara",2,"FH","won",0,"1","1",0,2,0,0
"8039",1,"NZ",0,"England",0,"AW Cruden",2,"FH","lost",0,"1","1",0,2,0,0
"8040",1,"Italy",0,"Scotland",0,"KS Burton",2,"FH","lost",0,"1","1",0,2,0,0
"8041",1,"Russ",0,"Portugal",0,"S Sugrobov",2,"FH","won",0,"2","2",0,2,0,0
"8042",1,"Scot",0,"France",0,"RJH Jackson",2,"FH","lost",0,"1","1",0,2,0,0
